"(5.77, 5.83)","(5.35, 6.26)",5,5,5496,144,86429,5352,10,10,9,5
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,562,81152,4759,10,10,3,5
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,562,81152,4759,10,10,3,5
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,562,81152,4759,10,10,3,5
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,50000000,0,0,10,10,3,5
"(5.77, 5.83)","(5.35, 6.26)",5,5,5496,9002591,85852,5337,10,10,9,5
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,50000000,0,0,10,10,3,5
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,50000000,0,0,10,10,3,5
"(5.56, 5.89)","(5.35, 6.26)",5,5,5494,8002632,87255,3814,10,10,8,5
"(5.56, 5.89)","(5.35, 6.26)",5,5,5494,8002632,87255,3814,10,10,8,5
"(5.77, 5.83)","(5.35, 6.26)",5,5,5496,9002591,85852,5337,10,10,9,5
"(5.35, 6.1)","(5.56, 5.89)",5,5,5321,50000000,0,0,10,10,2,5
"(5.56, 5.89)","(5.35, 6.1)",5,5,3173,12002120,70393,3137,10,10,6,4
"(5.56, 5.89)","(5.35, 6.26)",5,5,3257,11002184,72537,3179,10,10,8,4
"(5.56, 5.89)","(5.35, 6.1)",5,5,3173,12002120,70393,3137,10,10,6,4
"(5.77, 5.83)","(5.35, 6.1)",5,5,5326,8002624,86983,5321,10,10,7,5
"(5.56, 5.89)","(5.35, 6.1)",4,5,3113,12002026,67292,3021,10,10,6,4
"(5.56, 5.89)","(5.35, 6.1)",21,4,13538,7473,62322,6065,10,10,6,3
"(5.35, 6.1)","(5.77, 5.83)",19,23,14790,5007473,61669,7317,10,10,3,3
"(5.35, 6.26)","(5.77, 5.83)",7,34,14899,5007473,61631,7426,10,10,5,3
"(5.56, 5.89)","(5.35, 6.26)",41,38,16946,5007473,62323,9473,10,10,8,3
"(5.35, 6.1)","(5.56, 5.89)",15,24,14378,5007473,62536,6905,10,10,2,3
"(5.35, 6.26)","(5.77, 5.83)",29,12,14899,5007473,61995,7426,10,10,5,3
"(5.77, 5.83)","(5.35, 6.26)",7,5,5616,50000000,0,0,10,10,9,5
"(5.77, 5.83)","(5.35, 6.26)",8,30,14719,5007473,61972,7246,10,10,9,3
"(5.35, 6.26)","(5.77, 5.83)",24,15,14779,5007473,61995,7306,10,10,5,3
"(5.77, 5.83)","(5.35, 6.26)",37,8,15139,5007473,61632,7666,10,10,9,3
"(5.56, 5.89)","(5.35, 6.1)",39,17,15398,5007473,62318,7925,10,10,6,3
"(5.35, 6.1)","(5.56, 5.89)",34,16,15038,5007473,62536,7565,10,10,2,3
"(5.77, 5.83)","(5.35, 6.1)",5,5,5326,8002624,86983,5321,10,10,7,5
"(5.35, 6.26)","(5.56, 5.89)",38,26,16046,5007473,61970,8573,10,10,4,3
"(5.35, 6.1)","(5.56, 5.89)",40,42,16958,5007473,62536,9485,10,10,2,3
"(5.56, 5.89)","(5.35, 6.26)",47,18,16106,5007473,62323,8633,10,10,8,3
"(5.56, 5.89)","(5.35, 6.1)",45,46,17498,5007473,62322,10025,10,10,6,3
"(5.35, 6.1)","(5.56, 5.89)",12,45,15458,5007473,62319,7985,10,10,2,3
"(5.56, 5.89)","(5.35, 6.1)",28,40,16118,5007473,62318,8645,10,10,6,3
"(5.35, 6.1)","(5.77, 5.83)",5,5,12870,6521,61633,6349,10,10,3,3
"(5.35, 6.1)","(5.77, 5.83)",5,5,5321,50000000,0,0,10,10,3,5
"(5.35, 6.1)","(5.77, 5.83)",47,27,6933,6003109,103071,4854,10,10,3,4
"(5.35, 6.1)","(5.56, 5.89)",15,28,14618,5007036,62323,7582,10,10,2,3
"(5.35, 6.26)","(5.77, 5.83)",21,5,13999,5006520,61633,7479,10,10,5,3
"(5.56, 5.89)","(5.35, 6.1)",7,21,4253,8002675,88795,3670,10,10,6,4
"(5.35, 6.26)","(5.77, 5.83)",13,20,4474,8002749,91197,3607,10,10,5,4
"(5.56, 5.89)","(5.35, 6.26)",5,5,5494,8002632,87255,3814,10,10,8,5
"(5.56, 5.89)","(5.35, 6.26)",5,5,3257,11002184,72537,3179,10,10,8,4
"(5.35, 6.26)","(5.56, 5.89)",16,21,5490,621,81152,4869,10,10,4,5
"(5.56, 5.89)","(5.35, 6.26)",7,18,4157,8002675,88795,3670,10,10,8,4
"(5.56, 5.89)","(5.35, 6.1)",45,5,15038,5007473,62318,7565,10,10,6,3
"(5.77, 5.83)","(5.35, 6.1)",39,9,5326,141,82580,5185,10,10,7,5
"(5.56, 5.89)","(5.35, 6.1)",5,17,11084,50000000,0,0,10,10,6,2
"(5.56, 5.89)","(5.35, 6.26)",36,4,14606,5007336,62323,7270,10,10,8,3
"(5.56, 5.89)","(5.35, 6.1)",23,8,13898,5007473,62322,6425,10,10,6,3
"(5.35, 6.1)","(5.56, 5.89)",26,28,5617,50000000,0,0,10,10,2,4
