"(5.64, 7.14)","(8.91, 4.54)",14,14,38,17,0,50000000,0,0,0,0,139,3
"(5.16, 5.24)","(8.91, 4.54)",14,14,30,5,0,50000000,0,0,0,0,135,3
"(8.6, 4.29)","(5.04, 4.76)",15,15,30,37,15075,50000000,0,0,15,15,54,2
"(7.68, 3.53)","(5.88, 8.09)",14,14,49,24,17855,50000000,0,0,14,14,31,2
"(8.91, 4.54)","(4.8, 3.81)",15,14,32,29,8285,50000000,0,0,15,14,62,5
"(5.76, 7.62)","(7.98, 3.78)",14,14,34,49,0,50000000,0,0,0,0,110,3
"(8.29, 4.03)","(5.88, 8.09)",15,15,28,8,0,50000000,0,0,0,0,51,3
"(4.8, 3.81)","(7.37, 3.27)",14,15,47,43,10738,50000000,0,0,14,15,82,4
"(8.29, 4.03)","(5.52, 6.66)",15,14,36,21,9133,50000000,0,0,15,14,48,5
"(7.98, 3.78)","(5.4, 6.19)",15,15,8,16,10848,50000000,0,0,15,15,37,4
"(5.64, 7.14)","(7.68, 3.53)",14,14,15,45,9292,50000000,0,0,14,14,99,4
"(5.28, 5.71)","(8.6, 4.29)",15,15,41,22,15525,50000000,0,0,15,15,126,2
"(5.04, 4.76)","(7.68, 3.53)",15,14,42,13,0,50000000,0,0,0,0,94,3
"(7.37, 3.27)","(4.92, 4.29)",15,14,18,41,13439,50000000,0,0,15,14,13,2
