"[(5.76, 7.62), (7.68, 3.53)]",11,3,12925,50000000,0,0,13,13,100,5,2
"[(5.76, 7.62), (4.92, 4.29), (8.6, 4.29)]",39,21,18951,50000000,0,0,13,13,124,5,3
"[(5.52, 6.66), (5.04, 4.76), (8.29, 4.03)]",10,11,14067,16001451,47931,2375,13,13,114,5,3
"[(7.06, 3.02), (5.4, 6.19)]",26,30,14242,16002729,90153,4467,13,13,7,5,2
"[(7.06, 3.02), (5.52, 6.66)]",34,25,14812,16001451,47931,2375,13,13,8,5,2
"[(5.76, 7.62), (4.8, 3.81), (7.98, 3.78)]",35,48,20091,50000000,0,0,13,13,86,5,3
"[(5.04, 4.76), (8.91, 4.54)]",16,40,13050,5450,180214,8999,13,13,134,5,2
"[(5.52, 6.66), (7.37, 3.27)]",12,7,12422,16001451,47931,2375,13,13,88,5,2
"[(8.6, 4.29), (4.92, 4.29)]",37,10,12118,50000000,0,0,13,13,53,5,2
"[(5.4, 6.19), (7.37, 3.27)]",36,2,13172,50000000,0,0,13,13,87,5,2
"[(5.64, 7.14), (5.04, 4.76), (7.98, 3.78)]",31,22,17650,16001408,46522,2305,13,13,54,5,3
"[(8.91, 4.54), (4.92, 4.29), (5.52, 6.66)]",10,23,14788,16001451,47931,2375,13,13,44,5,3
"[(8.6, 4.29), (4.8, 3.81)]",25,19,11532,6605,218351,10870,13,13,52,5,2
"[(5.52, 6.66), (5.04, 4.76), (8.91, 4.54)]",9,42,15808,16001451,47931,2375,13,13,220,5,3
"[(7.68, 3.53), (5.16, 5.24), (5.64, 7.14)]",42,5,17952,16001408,46522,2305,13,13,131,5,3
"[(7.37, 3.27), (5.28, 5.71), (5.4, 6.19)]",29,45,17994,16002729,90153,4467,13,13,77,5,3
"[(5.04, 4.76), (8.91, 4.54)]",45,41,14850,5450,180214,8999,13,13,134,5,2
"[(5.16, 5.24), (8.29, 4.03)]",5,15,11295,16002856,94352,4675,13,13,115,5,2
"[(8.29, 4.03), (5.4, 6.19)]",20,31,13950,16002686,88726,4397,13,13,47,5,2
"[(5.64, 7.14), (5.16, 5.24), (7.68, 3.53)]",7,33,15433,16001408,46522,2305,13,13,248,5,3
"[(8.91, 4.54), (5.16, 5.24), (5.76, 7.62)]",33,26,18532,50000000,0,0,13,13,252,5,3
"[(8.6, 4.29), (5.64, 7.14)]",21,29,14688,16001408,46522,1408,13,13,59,5,2
"[(5.4, 6.19), (5.28, 5.71), (7.06, 3.02)]",15,35,15709,50000000,0,0,13,13,168,5,3
"[(8.6, 4.29), (5.52, 6.66)]",3,14,12302,16001451,47931,2375,13,13,58,5,2
"[(7.98, 3.78), (5.04, 4.76), (5.64, 7.14)]",22,44,17890,16001408,46522,2305,13,13,67,5,3
"[(5.76, 7.62), (5.28, 5.71), (7.37, 3.27)]",21,13,16312,50000000,0,0,13,13,23,5,3
"[(5.88, 8.09), (4.92, 4.29), (8.91, 4.54)]",48,19,20310,50000000,0,0,13,13,69,5,3
"[(7.37, 3.27), (5.04, 4.76), (5.64, 7.14)]",8,29,15310,16001408,46522,2305,13,13,71,5,3
"[(5.52, 6.66), (4.92, 4.29), (8.6, 4.29)]",49,43,20667,16001451,47931,2375,13,13,103,5,3
