"[(4.92, 4.29), (7.06, 3.02)]",38,18,12655,5917,195684,9491,13,13,73,5,2
"[(5.4, 6.19), (4.8, 3.81), (8.29, 4.03)]",34,22,17213,50000000,0,0,13,13,56,5,3
"[(4.92, 4.29), (8.29, 4.03)]",33,5,11579,15003229,106719,5700,13,13,113,5,2
"[(8.29, 4.03), (4.92, 4.29)]",28,22,12298,50000000,0,0,13,13,43,5,2
"[(5.88, 8.09), (5.16, 5.24), (7.06, 3.02)]",20,38,18085,50000000,0,0,13,13,9,5,3
"[(7.06, 3.02), (5.28, 5.71), (5.4, 6.19)]",30,43,17984,16002729,90153,4467,13,13,152,5,3
"[(7.06, 3.02), (4.8, 3.81), (5.88, 8.09)]",2,13,14416,50000000,0,0,13,13,215,5,3
"[(7.37, 3.27), (5.28, 5.71), (5.88, 8.09)]",43,6,18926,50000000,0,0,13,13,98,5,3
"[(5.28, 5.71), (7.98, 3.78)]",37,37,14926,50000000,0,0,13,13,106,5,2
"[(4.92, 4.29), (7.06, 3.02)]",21,34,12595,15003229,106719,5700,13,13,73,5,2
"[(5.64, 7.14), (5.28, 5.71), (7.98, 3.78)]",11,14,14770,16001408,46522,2305,13,13,139,5,3
"[(5.64, 7.14), (4.8, 3.81), (8.6, 4.29)]",41,35,19629,16001408,46522,2305,13,13,245,5,3
"[(5.4, 6.19), (5.28, 5.71), (8.6, 4.29)]",32,7,16073,50000000,0,0,13,13,205,5,3
"[(7.06, 3.02), (5.28, 5.71)]",27,42,14616,16002787,92081,4562,13,13,6,5,2
"[(8.29, 4.03), (5.16, 5.24), (5.4, 6.19)]",7,10,13256,6844,226269,10625,13,13,181,5,3
"[(8.91, 4.54), (5.4, 6.19)]",14,17,12752,16002729,90153,4467,13,13,67,5,2
"[(5.04, 4.76), (8.91, 4.54)]",40,11,12750,5450,180214,8999,13,13,134,5,2
"[(7.98, 3.78), (4.92, 4.29)]",8,3,9960,50000000,0,0,13,13,33,5,2
"[(7.98, 3.78), (5.64, 7.14)]",47,16,15468,16001408,46522,2305,13,13,39,5,2
"[(7.37, 3.27), (4.92, 4.29)]",14,12,10860,6375,210783,10492,13,13,13,5,2
"[(7.37, 3.27), (4.8, 3.81), (5.64, 7.14)]",18,36,16930,16001408,46522,2305,13,13,110,5,3
"[(7.37, 3.27), (5.4, 6.19)]",8,41,13832,16002729,90153,4467,13,13,17,5,2
"[(5.76, 7.62), (7.37, 3.27)]",3,4,12506,50000000,0,0,13,13,90,5,2
"[(5.4, 6.19), (5.28, 5.71), (8.6, 4.29)]",43,45,19673,50000000,0,0,13,13,205,5,3
"[(5.64, 7.14), (7.68, 3.53)]",29,30,15227,16001408,46522,2305,13,13,99,5,2
"[(5.64, 7.14), (7.98, 3.78)]",24,27,14748,16001408,46522,2305,13,13,109,5,2
"[(7.98, 3.78), (5.16, 5.24), (5.4, 6.19)]",6,40,14938,6844,226269,10566,13,13,89,5,3
"[(5.4, 6.19), (5.16, 5.24), (7.98, 3.78)]",22,9,14998,50000000,0,0,13,13,216,5,3
"[(7.37, 3.27), (4.8, 3.81), (5.64, 7.14)]",49,46,21250,16001408,46522,2305,13,13,110,5,3
"[(8.91, 4.54), (4.92, 4.29), (5.64, 7.14)]",13,23,15554,16001408,46522,2305,13,13,210,5,3
"[(5.64, 7.14), (7.37, 3.27)]",5,34,14028,16001408,46522,2305,13,13,89,5,2
"[(7.68, 3.53), (4.8, 3.81)]",33,37,13092,6681,220912,11350,13,13,22,5,2
"[(7.06, 3.02), (4.8, 3.81), (5.4, 6.19)]",25,44,17444,6844,226269,10864,13,13,22,5,3
"[(7.06, 3.02), (5.16, 5.24)]",9,26,12186,2004290,141882,6008,13,13,5,5,2
"[(5.88, 8.09), (5.04, 4.76), (8.91, 4.54)]",24,15,17186,50000000,0,0,13,13,19,5,3
"[(8.91, 4.54), (5.28, 5.71)]",46,20,14446,16002787,92081,4562,13,13,66,5,2
"[(7.37, 3.27), (5.52, 6.66)]",39,8,14102,16001451,47931,2375,13,13,18,5,2
"[(7.06, 3.02), (5.28, 5.71)]",49,26,14976,16002787,92081,4562,13,13,6,5,2
"[(5.88, 8.09), (4.92, 4.29), (8.29, 4.03)]",19,32,17609,50000000,0,0,13,13,193,5,3
"[(8.6, 4.29), (5.4, 6.19)]",4,25,12632,50000000,0,0,13,13,57,5,2
"[(5.28, 5.71), (7.98, 3.78)]",16,41,13906,15004265,140917,6594,13,13,106,5,2
"[(5.64, 7.14), (4.92, 4.29), (7.98, 3.78)]",30,17,17234,16001408,46522,2305,13,13,116,5,3
"[(5.64, 7.14), (4.92, 4.29), (7.98, 3.78)]",19,46,17654,16001408,46522,2305,13,13,116,5,3
"[(5.4, 6.19), (5.28, 5.71), (8.29, 4.03)]",41,48,19613,50000000,0,0,13,13,123,5,3
"[(5.76, 7.62), (5.28, 5.71), (8.91, 4.54)]",26,28,17812,50000000,0,0,13,13,122,5,3
"[(5.04, 4.76), (8.29, 4.03)]",15,49,13529,5450,180214,8999,13,13,114,5,2
"[(8.6, 4.29), (5.52, 6.66)]",31,3,13322,16001451,47931,1451,13,13,58,5,2
"[(5.76, 7.62), (5.04, 4.76), (7.06, 3.02)]",48,33,20747,50000000,0,0,13,13,231,5,3
"[(5.64, 7.14), (5.04, 4.76), (8.29, 4.03)]",11,24,15369,16001408,46522,2305,13,13,11,5,3
"[(7.68, 3.53), (4.92, 4.29), (5.64, 7.14)]",36,39,19272,16001408,46522,2305,13,13,198,5,3
