8	3	3	4	0
9	4	4	4	1
5	5	6	3	0
8	4	3	4	1
9	3	4	4	1
5	2	6	3	0
26	5	6	4	0
26	4	3	5	0
26	5	6	6	0
26	5	2	4	0
26	2	6	4	0
25	4	3	6	0
26	4	5	6	0
24	4	7	3	0
16	4	2	5	0
26	4	7	3	0
26	5	6	5	0
4	3	5	7	0
2	2	6	7	0
26	2	2	4	0
26	4	5	3	0
26	5	3	7	0
15	2	3	2	0
26	2	7	4	0
26	3	2	6	0
26	2	6	4	0
26	3	3	4	0
8	5	3	4	1
21	3	5	3	0
25	5	5	6	0
20	2	5	4	0
8	3	3	4	1
9	3	4	4	1
5	5	6	3	0
45	2	6	4	0
9	3	3	4	1
8	3	4	4	1
5	5	3	3	0
8	2	6	4	0
26	5	6	5	0
26	4	3	6	0
26	5	6	4	0
26	2	2	4	0
26	3	5	6	0
25	4	7	2	0
24	4	7	3	0
16	4	2	5	0
17	2	7	2	0
15	3	2	2	0
14	2	5	2	0
3	3	3	7	0
26	5	6	3	0
5	4	5	3	0
26	4	3	7	0
26	4	7	4	0
24	3	7	3	0
9	4	4	4	1
17	2	6	2	0
26	2	2	4	0
21	5	5	6	0
26	4	6	3	0

