"(10.54, 0.9)","(2.43, 7.91)",14,4,15074,1002403,79445,3935,13,13,111
"(10.54, 0.9)","(2.43, 7.91)",14,4,15074,1002403,79445,3935,13,13,111
"(7.45, 3.86)","(3.1, 7.24)",14,3,10104,14004934,163048,9127,13,13,59
"(2.77, 7.57)","(10.54, 0.9)",3,3,13915,1804,59727,3811,13,13,56
"(10.54, 0.9)","(3.42, 9.61)",3,4,16063,6001414,46719,2315,13,13,108
"(10.54, 0.9)","(2.43, 7.91)",3,2,14294,1002403,79445,3935,13,13,111
"(10.54, 0.9)","(2.43, 7.91)",10,40,16994,6002403,79445,3935,13,13,111
"(8.75, 2.73)","(3.01, 8.87)",30,40,16301,10002369,78291,3878,13,13,63
"(3.01, 8.87)","(10.54, 0.9)",3,36,17203,5002545,84113,4117,13,13,53
"(9.53, 2.29)","(3.29, 9.23)",7,44,16339,8001433,47355,2346,13,13,101
"(10.54, 0.9)","(2.43, 7.91)",7,44,17054,6002403,79445,3935,13,13,111
"(3.42, 9.61)","(8.39, 2.98)",46,40,17635,10002713,89619,4483,13,13,48
"(2.77, 7.57)","(10.54, 0.9)",3,3,13915,1804,59727,3811,13,13,56
"(3.01, 8.87)","(9.13, 2.5)",26,19,15200,8002545,84113,4117,13,13,37
"(9.53, 2.29)","(3.29, 9.23)",45,23,17359,8001433,47355,2346,13,13,101
"(3.01, 8.87)","(10.54, 0.9)",40,40,19663,5002545,84113,4117,13,13,53
"(9.53, 2.29)","(3.29, 9.23)",45,23,17359,8001433,47355,2346,13,13,101
"(3.01, 8.87)","(9.13, 2.5)",30,13,15080,8002545,84113,4117,13,13,37
"(2.77, 7.57)","(9.13, 2.5)",35,42,15812,8001804,59727,3811,13,13,19
"(9.53, 2.29)","(3.1, 7.24)",50,36,16372,8002573,85127,4214,13,13,71
"(9.13, 2.5)","(3.29, 9.23)",14,6,14114,9001433,47355,2346,13,13,64
"(2.43, 7.91)","(8.75, 2.73)",16,15,13084,9001706,56470,3680,13,13,24
"(10.54, 0.9)","(2.43, 7.91)",45,22,18014,6002403,79445,3935,13,13,111
"(9.53, 2.29)","(3.29, 9.23)",14,5,14419,8001433,47355,2346,13,13,101
"(10.54, 0.9)","(2.43, 7.91)",7,44,17054,6002403,79445,3935,13,13,111
"(2.77, 7.57)","(10.54, 0.9)",3,3,13915,1804,59727,3811,13,13,56
