"(3.1, 7.24)","(9.13, 2.5)",8,13,12070,8002320,76775,4449,13,13,13
1
"(3.42, 9.61)","(7.45, 3.86)",2,46,14307,14002713,89619,4483,13,13,45
"(8.75, 2.73)","(3.42, 9.61)",34,14,15781,10001414,46719,2315,13,13,106
"(9.13, 2.5)","(2.61, 8.34)",19,38,15420,9002379,78639,3895,13,13,88
"(2.77, 7.57)","(7.45, 3.86)",29,2,11289,14001804,59727,3811,13,13,15
"(3.29, 9.23)","(7.7, 3.61)",23,28,14454,12002628,86819,4316,13,13,40
"(2.43, 7.91)","(8.75, 2.73)",43,31,15664,9001706,56470,3680,13,13,24
"(3.01, 8.87)","(9.13, 2.5)",27,20,15320,8002545,84113,4117,13,13,37
"(8.75, 2.73)","(3.1, 7.24)",37,36,14864,10002573,85127,4214,13,13,69
"(7.45, 3.86)","(2.61, 8.34)",12,30,12757,15002379,78639,3895,13,13,84
"(10.54, 0.9)","(2.43, 7.91)",14,4,15074,1002403,79445,3935,13,13,111
"(7.45, 3.86)","(3.1, 7.24)",20,6,10644,14005153,170286,9487,13,13,59
"(3.42, 9.61)","(9.53, 2.29)",35,17,16679,7002713,89619,4483,13,13,8
"(9.53, 2.29)","(3.29, 9.23)",45,23,17359,8001433,47355,2346,13,13,101
"(2.77, 7.57)","(10.54, 0.9)",3,3,13915,1804,59727,3811,13,13,56
"(9.13, 2.5)","(2.77, 7.57)",24,35,14768,9002446,80897,4006,13,13,76
"(9.53, 2.29)","(3.1, 7.24)",48,10,14692,8002573,85127,4214,13,13,71
"(8.04, 3.28)","(3.29, 9.23)",6,33,14165,12001433,47355,2346,13,13,98
"(3.01, 8.87)","(8.04, 3.28)",38,9,14231,11002545,84113,4117,13,13,35
"(2.61, 8.34)","(8.39, 2.98)",31,28,14780,10002447,80861,3832,13,13,5
"(9.13, 2.5)","(3.29, 9.23)",46,40,18074,9001433,47355,2346,13,13,64
"(2.77, 7.57)","(9.13, 2.5)",10,42,14312,8001804,59727,3811,13,13,19
"(8.39, 2.98)","(2.43, 7.91)",25,47,15219,11002403,79445,3935,13,13,80
"(3.42, 9.61)","(8.75, 2.73)",49,26,17332,9002713,89619,4483,13,13,49
"(3.01, 8.87)","(10.54, 0.9)",30,40,19063,5002545,84113,4117,13,13,53
"(10.54, 0.9)","(2.43, 7.91)",7,44,17054,6002403,79445,3935,13,13,111
"(2.61, 8.34)","(7.45, 3.86)",39,8,13016,14002447,80861,3832,13,13,27
"(9.53, 2.29)","(3.01, 8.87)",5,23,14505,8002369,78291,3878,13,13,95
"(2.61, 8.34)","(9.53, 2.29)",42,19,15985,7002447,80861,3832,13,13,32
