14	3	7	6	1
15	3	3	4	1
9	3	4	3	1
10	5	6	3	1
14	3	7	6	1
15	3	3	4	1
10	5	4	3	1
9	3	6	3	1
15	3	2	4	1
26	3	3	5	1
6	3	4	4	1
18	4	6	7	1
26	4	5	6	1
26	2	6	2	1
26	3	7	2	1
26	4	2	5	1
26	5	6	4	1
26	4	5	6	1
22	3	2	5	0
26	3	4	5	1
26	3	5	4	1
26	4	2	5	1
26	2	4	2	1
26	5	7	6	1
26	4	4	3	1
26	5	5	3	1
18	4	4	4	1
26	2	6	4	1
26	5	3	2	1
26	3	6	4	1
26	5	3	3	1
26	2	5	4	1
26	4	5	3	1
2	5	6	3	0
26	5	7	3	1
14	2	4	6	0
26	4	3	7	1
26	5	6	2	1
26	4	3	7	1
6	3	4	4	1
14	3	7	6	1
26	3	7	7	1
6	4	2	4	1
2	4	7	6	0
26	3	6	7	1
15	3	2	4	1
6	3	4	4	1
26	3	3	7	1
26	4	2	5	1
26	2	6	2	1
26	2	6	2	1

